"Ben Jensen",Army,Pat,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sr,6-10,52,-0.326313,-6.81991,0,2023,71650,"Fairfax, VA",,,,,,,,,,,,,113.266,122.507,0.0232876,0.106584,-5.16652,-3.35627,-1.81025,-7.93436,1.0000,-3.9623,-3.97206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,C,0
"Kenan Sarvan","Stony Brook",CAA,29,56.6,85.1,18.2,42,43.29,1.2,13.2,10,12.9,17,28,0.607,17,46,0.37,46,159,0.289,2.4,0.7,13.7,Jr,6-10,22,-0.414202,82.2872,3.3,2023,71653,"Heeze, Netherlands",,1.31031534,10,16,7,30,0.6250,0.2333,0,0,,,108.423,111.115,1.52061,113.401,-4.81821,-2.88021,-1.938,-4.43879,24.4839,-2.74112,-1.69768,0.2903,2.9677,3.2581,1.2258,0.3226,0.5161,7.4839,"Stretch 4",13.8539
"Isaiah Gross","Coppin St.",MEAC,14,12.3,130.9,11.9,61.8,65.13,7.3,1.4,1.3,5.7,6,6,1,9,11,0.818,8,23,0.348,0.7,3.4,17.6,So,6-4,25,1.09132,115.72,6.8,2023,71656,"Lanham, MD",,0.49965010,8,10,1,1,0.8000,1.0000,0,0,,,114.271,114.208,0.574733,26.1744,-0.495199,2.46761,-2.9628,-1.05096,11.4286,-0.378587,-0.672371,0.7143,0.1429,0.8571,0.0714,0.7143,0.0714,3.4286,"Wing G",7.85222
"Jon Dos Anjos",UTEP,CUSA,18,17.2,86.6,20,45.1,46.76,5,9.5,3.1,22.2,5,6,0.833,16,35,0.457,11,37,0.297,1.2,2,8.3,Jr,6-8,1,0.0175324,87.6564,5.3,2023,71658,"Curitiba, Brazil",,0.16666668,8,14,8,21,0.5714,0.3810,2,2,1.0000,,102.675,100.371,1.15489,34.7272,-4.32117,-3.35943,-0.961736,-3.85988,12.1579,-3.53062,-0.329263,0.4737,1.0000,1.4737,0.1579,0.4211,0.1053,4.2105,"Wing F",10.2315
"Jordan Brinson","Fresno St.",MWC,3,1.6,61.8,21.5,0,16.81,6.6,13.6,27.2,15.4,2,2,1,0,1,0,0,4,0,0,0,40,Sr,6-3,12,-0.544765,62.4302,2.1,2023,71663,"Inglewood, CA",,3.00030008,0,1,0,0,0.0000,,0,0,,,109.717,112.096,0.376292,2.42749,-9.32697,-6.04222,-3.28476,-12.3285,6.3333,-7.55319,-4.77535,0.3333,0.6667,1.0000,1.0000,0.0000,0.0000,0.6667,"Scoring PG",13.1044
"Arnold Henderson VI",VCU,A10,4,0.2,163.1,17.4,0,52.63,0,0,54,0,1,2,0.5,0,0,0,0,0,0,0,0,0,Sr,5-10,15,0.184853,158.247,0,2023,71666,"Mechanicsville, VA",,,0,0,0,0,,,0,0,,,105.358,108.482,0.053968,0.285058,-10.5669,1.40278,-11.9697,4.65995,0.7500,5.14806,-0.488111,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.2500,"Pure PG",0
"Hason Ward","Iowa St.",B12,23,13.9,113.9,17.8,67.4,64.88,15.4,19.5,8.2,22.2,2,7,0.286,31,45,0.689,0,1,0,8.4,4.6,15.2,Sr,6-9,24,0.724705,113.325,7.1,2023,71667,"St. Thomas, Barbados",19.0,0.58328541,28,35,3,10,0.8000,0.3000,18,20,0.9000,,85.9699,80.6144,1.34925,46.9834,10.9427,2.2354,8.70733,5.79452,8.0435,0.340959,5.45356,1.0435,1.1739,2.2174,0.3043,0.6087,0.4348,2.7826,C,0.330124
"John-Michael Wright","Oklahoma St.",B12,36,74.8,99.4,18.4,46.5,49.5,1.6,8.7,13.4,17.5,47,58,0.81,50,127,0.394,69,203,0.34,0.3,1.6,17.6,Sr,6-1,51,1.65383,103.142,2.2,2023,71672,"Fayetteville, NC",0.2,1.22033068,33,68,17,59,0.4853,0.2881,1,1,1.0000,,100.507,95.0567,3.54807,174.468,2.58404,1.3128,1.27124,2.31359,30.1389,0.485516,1.82808,0.4167,2.3611,2.7778,2.0000,0.8333,0.0833,9.8333,"Combo G",11.0304
"Brenden Tucker","Georgia St.",SB,25,72.1,96.1,23.2,43.1,48.25,2.9,8.6,10.1,14.5,79,107,0.738,88,209,0.421,24,79,0.304,0.9,1.6,37.2,Jr,6-3,5,1.52806,100.861,3.4,2023,71673,"Lawrenceville, GA",37.2,0.85416789,72,154,16,55,0.4675,0.2909,7,8,0.8750,,107.959,108.755,2.2921,121.926,-3.63416,-1.44455,-2.18962,-2.58091,31.7500,-1.22023,-1.36068,0.8214,2.2857,3.1071,1.4643,0.8214,0.2500,12.8929,"Wing G",5.75814
"Trevon Reddish-Rhone",Presbyterian,BSth,30,72.8,87.5,18.6,44.9,46.67,5.8,11.7,16.2,24.3,51,101,0.505,78,165,0.473,1,12,0.083,1.2,1.3,57.1,Sr,6-4,23,-0.411035,83.1513,4.7,2023,71674,"Carrollton, GA",,1.01451631,60,106,18,59,0.5660,0.3051,7,10,0.7000,,109.689,111.378,1.80292,132.78,-5.0724,-4.13009,-0.942301,-6.19366,28.9688,-4.73932,-1.45434,1.4062,2.5625,3.9688,2.1875,0.6875,0.2812,7.1562,"Wing G",0.837649
"Dan Petcash",Binghamton,AE,29,79.6,112.3,15.1,59.7,62.57,2.9,12.9,8.5,19.9,40,47,0.851,59,103,0.573,43,104,0.413,0.7,1.3,22.7,Sr,6-4,11,1.56657,101.402,3.1,2023,71675,"Pittsburg, PA",,0.89359800,39,61,20,42,0.6393,0.4762,0,1,0.0000,,108.529,110.71,2.04426,149.876,-0.409094,0.445396,-0.854489,-1.00518,31.8000,-0.276657,-0.728521,0.7667,3.4333,4.2000,1.4000,0.7000,0.2000,9.8333,"Wing G",6.64878
"Justin Moore",Villanova,BE,13,30.5,108.7,24,52.2,55.71,1.8,11.8,21.7,14.2,32,42,0.762,30,56,0.536,28,82,0.341,0,0.9,30.4,Sr,6-4,5,3.88863,122.155,2.3,2023,71676,"Fort Washington, MD",88.6,1.78261365,25,41,5,15,0.6098,0.3333,1,1,1.0000,,107.889,100.364,3.21174,61.1804,2.84993,3.79504,-0.945111,3.27269,32.0769,3.69789,-0.425207,0.4615,3.0769,3.5385,3.1538,0.4615,0.0000,13.5385,"Combo G",12.1816
"Chris Arcidiacono",Villanova,BE,34,55.2,119.2,8.3,52.1,58.29,1.7,13.8,13.3,17.8,23,26,0.885,5,15,0.333,21,55,0.382,0.3,1.1,37.1,Sr,6-4,4,1.31773,104.405,3.1,2023,71678,"Langhorne, PA",,3.11125803,5,14,0,1,0.3571,0.0000,0,0,,,106.535,101.235,2.14551,117.931,2.97349,1.15178,1.82171,1.18052,22.1765,-0.454216,1.63474,0.2941,2.5000,2.7941,1.6471,0.3824,0.0588,2.8235,"Combo G",4.51454
"Lok Wur",Oregon,P12,28,20.8,107,14.1,44.9,50.46,8.3,15.2,4.2,14.2,19,26,0.731,13,29,0.448,9,30,0.3,3.3,0.6,44.1,Jr,6-9,15,0.665478,105.118,3.6,2023,71680,"Omaha, NE",5.4,0.70008399,12,21,1,8,0.5714,0.1250,1,1,1.0000,,101.486,96.3248,1.22294,51.005,1.58812,0.750819,0.837299,1.3134,10.7143,0.312431,1.00097,0.7500,1.4643,2.2143,0.2500,0.1071,0.3214,2.5714,"Stretch 4",6.0102
"C.J. Walker",UCF,Amer,4,5.6,74.8,20.4,42.1,43.86,6.1,15.6,4.9,30.5,4,8,0.5,5,13,0.385,2,6,0.333,4.7,2.3,42.1,Sr,6-8,21,-0.731476,76.0704,6.2,2023,71681,"Sanford, FL",94.6,0.25000000,5,10,0,3,0.5000,0.0000,2,2,1.0000,,94.7906,91.8699,2.45061,15.5848,-3.56544,-6.48901,2.92357,-1.41321,19.5000,-5.75575,4.34254,1.0000,2.5000,3.5000,0.5000,0.7500,0.7500,5.0000,"Wing F",4.66478
"Chandler Lawson",Memphis,Amer,35,48.3,110.9,13.3,59.6,60.47,8.4,17.2,6.5,20.8,32,52,0.615,61,106,0.575,7,14,0.5,3.3,2,43.3,Sr,6-7,4,1.17453,104.75,4.5,2023,71682,"Memphis, TN",81.0,0.79411155,52,70,9,36,0.7429,0.2500,16,18,0.8889,,97.474,93.7806,2.37422,143.307,4.83415,1.61508,3.21907,3.08883,19.5143,0.829065,2.25976,1.3429,3.1429,4.4857,0.7714,0.7143,0.5429,5.0000,"Wing F",1.13617
"Boo Buie",Northwestern,B10,34,86.6,106.4,28.7,47.1,52.61,1.8,9.8,31.1,14.9,126,145,0.869,135,289,0.467,64,201,0.318,0.6,2,29.6,Sr,6-2,0,4.36283,123.528,2.3,2023,71683,"Albany, NY",34.8,1.87801644,82,162,53,127,0.5062,0.4173,1,1,1.0000,,99.9508,95.2406,4.08272,185.98,4.28191,4.2267,0.055214,5.43789,34.8824,4.38239,1.0555,0.5588,2.8529,3.4118,4.5294,1.1176,0.1471,17.2941,"Scoring PG",10.475
"Christian Ray",Delaware,CAA,32,83,119.6,16.3,55.7,59.24,10.1,20.4,12.5,14,75,107,0.701,114,192,0.594,2,18,0.111,1.2,1.6,51,Sr,6-6,5,2.81504,111.647,2.8,2023,71684,"La Salle, PA",14.4,1.70734063,100,158,14,34,0.6329,0.4118,2,2,1.0000,,104.758,106.109,2.66302,193.169,1.66087,1.37422,0.286649,0.407012,33.3030,1.11141,-0.704402,2.8485,5.8485,8.6970,2.1212,0.9091,0.4242,9.5455,"Wing F",1.00033
"Noah Carter",Missouri,SEC,34,52.8,116.5,21.6,57.2,59.39,7.1,14.8,15.4,14.3,49,68,0.721,82,125,0.656,38,118,0.322,2.2,1.4,28,Jr,6-6,35,2.76999,123.967,4.1,2023,71690,"Dubuque, IA",,1.54993633,69,92,13,33,0.7500,0.3939,15,18,0.8333,,107.911,104.674,1.85011,125.882,3.67268,4.44944,-0.776758,3.13877,21.8824,3.92958,-0.790803,1.2941,2.7353,4.0294,1.8235,0.5294,0.3824,9.6176,"Stretch 4",9.08596
"Adam Cisse",Manhattan,MAAC,24,31.5,109.8,14.3,50.9,54.46,10.9,20.4,5.7,14.5,29,48,0.604,28,53,0.528,1,5,0.2,4.5,3,82.8,Sr,6-10,10,0.635966,99.2567,4.6,2023,71692,"Bronx, NY",,0.75000000,25,45,3,8,0.5556,0.3750,5,6,0.8333,,98.4475,101.347,1.47243,82.9617,0.255836,-1.63269,1.88853,-0.804139,15.1600,-1.30848,0.50434,1.3600,2.6400,4.0000,0.4800,0.8800,0.6000,3.5200,PF/C,0.796633
"James Betz","Northern Iowa",MVC,30,42.9,93.9,19.7,47.4,48.61,1.6,14.5,10.7,14,12,17,0.706,41,79,0.519,28,96,0.292,1.5,1,9.7,Jr,6-6,34,0.401846,93.7542,4.2,2023,71693,"Ventura, IA",,1.07405285,16,28,25,51,0.5714,0.4902,3,3,1.0000,,106.108,107.243,1.35114,90.1147,-3.42787,-1.72195,-1.70592,-2.98926,17.7097,-1.97682,-1.01243,0.2581,2.0323,2.2903,0.9355,0.3226,0.1935,5.9677,"Wing F",10.5635
"Filippos Gkogkos","Miami FL",ACC,2,0.2,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Jr,6-4,10,-0.460145,-1.18585,0,2023,71695,"Athens, Greece",,,0,0,0,0,,,0,0,,,115.592,108.221,0.109291,0.284738,-12.152,-6.92229,-5.22974,-17.1153,1.5000,-10.4768,-6.63851,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,"Combo G",19.6275
"Lenny Ricca","Florida Gulf Coast",ASun,3,0.3,0,15.1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,Sr,6-2,51,-0.406091,-0.55327,0,2023,71698,"Weston, FL",,0.00000000,,,,,,,,,,,115.978,117.461,0.0543969,0.361492,-19.6872,-17.9727,-1.71449,-24.3689,1.5000,-15.9843,-8.38453,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,PF/C,0
"Cyrus Largie","Florida Gulf Coast",ASun,21,22.6,100.1,16.9,50.9,51.58,9.6,11.9,12.9,22.8,11,21,0.524,20,41,0.488,5,13,0.385,2.1,2.1,38.9,Sr,6-3,4,0.292085,93.5614,4,2023,71700,"Miramar, FL",,1.15794347,18,36,2,5,0.5000,0.4000,2,3,0.6667,,104.835,104.743,1.12708,48.7619,-1.13119,-1.53164,0.400455,-1.042,13.5909,-1.28688,0.244889,1.2727,1.4091,2.6818,1.0000,0.4545,0.2273,3.1818,"Wing G",2.77686
"Chance Jackson","Florida Gulf Coast",ASun,3,0.2,131.4,20,0,51.28,58.6,0,0,0,2,2,1,0,1,0,0,0,0,0,0,200,Sr,6-6,20,0.111001,135.202,0,2023,71701,"Tampa, FL",,,0,0,0,1,,0.0000,0,0,,,115.978,112.676,0.0382675,0.180746,-4.28713,8.20663,-12.4938,7.25586,1.2500,16.8054,-9.54955,0.2500,0.2500,0.5000,0.0000,0.0000,0.0000,0.5000,PF/C,0
"Derek Krogmann","Northern Iowa",MVC,16,6,125.7,7.7,42.9,37.74,9.7,18.4,13.9,0,0,2,0,3,7,0.429,0,0,0,0,0,28.6,So,6-7,23,0.293255,105.529,6.9,2023,71702,"Manchester, IA",,7.00340123,2,4,1,3,0.5000,0.3333,0,0,,,107.903,106.981,0.356149,11.6218,-2.79307,-1.41504,-1.37803,-2.93142,5.5294,-2.79694,-0.134475,0.5294,0.8235,1.3529,0.4118,0.0000,0.0000,0.7059,PF/C,0
"Tre Williams",Duquesne,A10,31,58.2,104.4,16.3,49.7,50.79,10,10.3,10.3,18.9,27,48,0.563,83,165,0.503,4,14,0.286,4.2,1.1,26.8,Jr,6-7,4,0.951054,98.2816,3.8,2023,71704,"Reynoldsburg, OH",,1.09753512,50,91,33,74,0.5495,0.4459,8,8,1.0000,,105.755,105.095,2.07382,123.056,1.29111,-0.434559,1.72567,-0.941125,24.7742,-0.943695,0.00256979,2.2903,2.2258,4.5161,1.4516,0.4839,0.9677,6.6129,PF/C,1.04991
"Jordan Walker",UAB,CUSA,33,70.5,114.8,30.4,52.2,56.51,1.1,7.8,26.3,15.3,137,162,0.846,98,219,0.447,135,357,0.378,0,2.1,28.1,Sr,5-11,10,5.04202,131.968,2.1,2023,71706,"Long Island, NY",,1.50547582,58,109,39,109,0.5321,0.3578,0,0,,,102.188,100.724,3.20957,177.736,5.53132,6.94427,-1.41295,7.68979,33.4545,7.70055,-0.0107588,0.3333,2.4545,2.7879,4.1515,1.2121,0.0000,22.3636,"Scoring PG",18.2877
"Paxson Wojcik",Brown,Ivy,27,86,110.3,21,55.6,57.98,1.6,22.8,19.5,14.1,71,103,0.689,79,146,0.541,57,150,0.38,0.1,2.1,34.8,Sr,6-5,0,2.7953,110.639,2.5,2023,71707,"Charleston, SC",23.4,1.79595545,49,76,30,70,0.6447,0.4286,1,1,1.0000,,97.6868,98.5641,3.65877,189.261,3.59125,2.3157,1.27555,3.9943,34.5556,2.53109,1.46321,0.5185,6.6667,7.1852,3.2593,1.2963,0.0370,14.8148,"Wing G",9.08544
"EJ Bellinger",Belmont,MVC,28,16.2,119.1,20.5,60.7,63.27,1.8,16.4,8.5,11.2,15,19,0.789,20,32,0.625,15,38,0.395,2,2,27.1,Sr,6-4,5,0.817087,120.15,5,2023,71710,"St. Peter's, MO",,1.12468280,13,14,7,18,0.9286,0.3889,1,1,1.0000,,102.781,103.844,0.629585,38.6691,0.815934,2.24891,-1.43297,3.11701,7.2759,3.1252,-0.00818232,0.1034,1.0000,1.1034,0.3103,0.2414,0.1379,3.7586,"Wing G",10.8913
"Avery Felts","Arkansas St.",SB,30,77,112.9,13.9,50.2,52.77,1.9,8.5,12.6,8.7,29,36,0.806,26,72,0.361,55,144,0.382,0.5,1.8,16.7,So,6-2,2,1.60312,102.216,2.3,2023,71711,"Jonesboro, AR",,3.52357006,19,32,7,40,0.5938,0.1750,0,0,,,109.627,111.686,1.87413,131.863,0.130037,1.49771,-1.36768,0.0900654,30.5758,0.501183,-0.411117,0.4545,2.1212,2.5758,2.2424,0.9697,0.1212,8.0909,"Combo G",9.65063
"Mario McKinney Jr.",UTEP,CUSA,18,33.1,89.1,25.6,38.8,44.06,6.3,14.1,10.9,17.4,42,61,0.689,53,116,0.457,5,40,0.125,0,2.3,39.1,Jr,6-1,4,0.573424,94.6932,2.9,2023,71713,"St. Louis, MO",67.0,0.70270267,41,68,12,48,0.6029,0.2500,6,6,1.0000,,101.036,100.115,2.23269,72.134,-3.02801,-2.43023,-0.597779,-2.64327,22.4000,-2.22698,-0.416291,1.1500,2.6500,3.8000,1.3000,0.9500,0.0000,8.8500,"Wing G",5.74775
"Malcolm Farrington","Arkansas St.",SB,16,29.6,86.1,18.9,45.4,46.06,2,6.6,9.1,20.2,5,8,0.625,4,24,0.167,30,84,0.357,0.3,1.2,7.4,So,6-3,10,-0.164238,85.0807,2.2,2023,71714,"West Palm Beach, FL",,0.77273778,4,9,0,15,0.4444,0.0000,0,0,,,111.754,113.564,1.20264,45.222,-5.77317,-2.35346,-3.4197,-5.35282,22.5294,-2.0888,-3.26402,0.4706,1.1176,1.5882,1.0000,0.5294,0.0588,7.1176,"Combo G",14.6444
"Tray Jackson","Seton Hall",BE,29,33.3,101.4,22.5,52.1,55.75,6.3,11.4,2.7,17.7,42,60,0.7,51,101,0.505,15,40,0.375,2.7,1,42.6,Sr,6-10,1,1.14741,109.729,6,2023,71715,"Detroit, MI",83.0,0.17240000,44,73,7,28,0.6027,0.2500,12,15,0.8000,,101.063,96.3793,1.67391,67.2777,-1.8642,-1.06393,-0.800268,-0.676953,14.6897,-0.873453,0.1965,0.7931,1.4483,2.2414,0.1724,0.2414,0.3448,6.5172,"Stretch 4",5.51306
"Joe Pridgen",Northeastern,CAA,26,47.3,88.8,22.7,43.6,44.43,7.3,19,14.8,20.2,13,23,0.565,59,146,0.404,20,58,0.345,2.7,1.6,11.3,Jr,6-5,23,0.218312,90.1057,2.4,2023,71718,"Winchendon, MA",,0.86361761,47,102,12,44,0.4608,0.2727,5,6,0.8333,,104.282,107.376,1.65157,105.354,-2.89354,-2.91128,0.01774,-1.56273,22.0000,-0.907297,-0.65543,1.3846,3.5385,4.9231,1.4615,0.5769,0.6154,7.3462,"Wing F",6.05596
"Grant Ledford",Chattanooga,SC,16,5.2,73.6,17,25,28.32,3.5,8.6,8,5.1,2,2,1,4,6,0.667,1,16,0.063,0,0,9.1,Jr,6-5,35,-0.285788,67.3969,4.8,2023,71719,"Knoxville, TN",,2.00085035,4,4,0,2,1.0000,0.0000,0,0,,,115.044,116.672,0.180897,8.2938,-10.5296,-5.01112,-5.51853,-13.3859,5.2353,-8.31625,-5.06961,0.1765,0.5294,0.7059,0.2353,0.0000,0.0588,0.9412,PF/C,13.9674
"Sam Freeman",Pacific,WCC,27,23.7,101.8,13.8,50,50.3,8.7,18,4.2,15.2,8,16,0.5,29,58,0.5,0,0,0,6.6,1.5,27.6,Jr,6-10,15,0.209372,92.7733,5.5,2023,71727,"Dallas, TX",20.0,0.57145817,27,48,2,10,0.5625,0.2000,9,9,1.0000,,105.61,103.322,0.976119,62.298,0.768785,-2.15141,2.9202,-1.4713,11.1034,-2.25045,0.779153,0.8276,1.7241,2.5517,0.2759,0.3448,0.6207,2.6897,C,0
"Vincent Miszkiewicz",Milwaukee,Horz,23,11.6,116.9,10.1,71.1,67.67,11.8,18.9,6,26.3,0,2,0,12,16,0.75,1,3,0.333,2.2,2.3,10.5,So,6-7,20,0.23654,98.116,7.3,2023,71728,"Elgin, IL",,1.00000000,6,8,6,8,0.7500,0.7500,0,0,,,100.542,102.376,0.582645,32.6503,0.210528,-0.251685,0.462213,-0.743944,6.8000,-1.96647,1.22252,0.7600,1.3200,2.0800,0.2800,0.2800,0.1200,1.3200,PF/C,1.13802
"Jubrile Belo","Montana St.",BSky,33,61.7,106.9,26.9,56.1,61.8,10.1,19.5,9.4,21.4,136,185,0.735,134,238,0.563,0,1,0,4.5,1.5,77.4,Sr,6-9,13,2.25923,113.619,4.5,2023,71730,"London, England",,0.43750272,106,170,28,68,0.6235,0.4118,43,46,0.9348,,97.5277,96.5444,2.79612,162.861,2.19544,-0.444026,2.63947,2.07002,24.4571,0.889544,1.18047,2.0571,3.9143,5.9714,1.0000,0.6857,0.9429,12.7714,C,0.0727133
"Tyson Walker","Michigan St.",B10,34,83.8,111.5,22.1,52.8,54.85,1,7.6,18.2,10.3,51,64,0.797,138,287,0.481,59,142,0.415,0.8,2,14.9,Sr,6-1,2,3.8931,120.702,2.6,2023,71731,"Westbury, NY",4.2,2.27911751,56,100,87,197,0.5600,0.4416,1,1,1.0000,,104.681,97.4293,3.69613,184.139,5.35082,4.37733,0.97349,5.21869,34.0000,3.36368,1.85502,0.2647,2.2647,2.5294,2.8824,1.1176,0.2353,14.8235,"Scoring PG",7.53051
"Dakota Rivers","Florida Gulf Coast",ASun,31,46.7,116.7,14.8,60.9,60.68,6.2,12.6,4.9,12.6,19,34,0.559,54,76,0.711,18,57,0.316,4.7,2.3,25.6,Sr,6-8,0,1.25835,106.623,3.6,2023,71732,"Windermere, FL",,0.83342224,48,62,6,14,0.7742,0.4286,25,31,0.8065,,102.938,103.419,1.673,109.187,2.28379,0.622545,1.66124,1.82769,18.7812,0.851889,0.975799,1.0938,2.0938,3.1875,0.4688,0.7812,0.7812,5.9375,"Wing F",5.89218
"Qwanzi Samuels","George Washington",A10,28,16.5,88,14.1,38.9,41.81,4.8,14.3,5.7,15.6,7,11,0.636,10,16,0.625,5,29,0.172,3.1,1.9,24.4,Sr,6-9,20,-0.153532,81.1586,3.1,2023,71733,"District Heights, MD",,0.70011603,8,11,2,5,0.7273,0.4000,2,2,1.0000,,107.785,109.27,0.505406,39.2718,-3.17181,-2.23552,-0.936287,-2.55818,7.7586,-1.94402,-0.614164,0.3103,1.0000,1.3103,0.2414,0.2759,0.2414,1.5517,PF/C,7.98986
"Jalen Harper",Auburn,SEC,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sr,5-11,55,-0.163548,-7.04574,0,2023,71734,"Mableton, GA",,,,,,,,,,,,,111.651,109.084,0.0349328,0.0812457,-1.80868,-1.65453,-0.154155,-8.83976,0.5000,-5.5977,-3.24206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,PF/C,0
"Brycen Goodine",Fairfield,MAAC,4,5.2,105.4,21.7,56.5,57.14,0,9.7,4.1,13.5,3,5,0.6,4,10,0.4,6,13,0.462,1.7,1,21.7,Sr,6-4,2,1.12762,107.851,5.1,2023,71735,"New Bedford, MA",80.6,0.33333333,3,6,1,4,0.5000,0.2500,0,0,,,104.975,107.022,1.21311,9.24021,-4.73294,-1.32627,-3.40667,-1.11634,15.7500,0.987054,-2.1034,0.0000,1.2500,1.2500,0.2500,0.2500,0.2500,7.2500,"Wing G",12.6934
"Quincy Guerrier",Oregon,P12,36,64.2,104.4,19,51.9,53.26,6,14.4,7.5,16.1,54,93,0.581,60,116,0.517,50,144,0.347,1.5,0.9,35.8,Sr,6-8,13,2.01524,109.826,3.1,2023,71736,"Montreal, QC",75.8,0.76593134,53,90,7,26,0.5889,0.2692,8,11,0.7273,,102.198,97.9294,2.7891,152.899,2.79475,2.33795,0.456794,2.67241,25.7778,2.02589,0.646523,1.3056,3.3333,4.6389,1.0000,0.3889,0.3611,9.0000,"Stretch 4",9.3467
"Joseph Girard III",Syracuse,ACC,32,85.3,104.6,24.7,50.3,54.17,0.7,8.4,16.9,16.6,84,98,0.857,89,206,0.432,88,233,0.378,0,1.4,22.3,Sr,6-1,11,2.96565,112.253,1.1,2023,71737,"Glens Falls, NY",60.2,1.24677919,28,57,61,149,0.4912,0.4094,0,0,,,112.058,108.644,2.43738,154.099,-1.66255,2.10934,-3.77189,-0.141047,34.4062,2.38578,-2.52683,0.1875,2.6562,2.8438,3.0000,0.8125,0.0000,16.4375,"Combo G",12.3814
"Maks Klanjscek","Houston Christian",Slnd,29,83.1,97.8,23.8,47.2,52.49,3.1,10.1,14.2,19.5,98,121,0.81,73,173,0.422,63,182,0.346,0.1,1.8,34.1,Sr,6-4,13,1.2026,97.6461,2.6,2023,71739,"Ljubljana, Slovenia",,0.91664759,52,101,21,72,0.5149,0.2917,1,2,0.5000,,118.146,120.95,0.953549,151.667,-4.9563,-0.413034,-4.54326,-5.03328,32.7188,-0.848625,-4.18465,0.8438,2.9375,3.7812,2.4062,1.0938,0.0312,14.9688,"Combo G",10.2955
"Chase Adams","Jackson St.",SWAC,32,70.6,92.9,18.8,46.8,50.35,2.7,7.5,24.9,28.5,41,51,0.804,71,164,0.433,25,68,0.368,0.2,3,22,Jr,5-8,10,0.355448,90.7353,3.1,2023,71741,"Chicago, IL",,1.32952725,22,51,49,114,0.4314,0.4298,0,0,,,106.486,111.642,1.77646,160.229,-3.36547,-1.77965,-1.58582,-3.85776,29.4688,-2.85047,-1.00729,0.6875,1.7500,2.4375,3.6562,1.5312,0.0625,8.0625,"Pure PG",4.14277
"John Bol Ajak",Syracuse,ACC,13,9.4,102.8,13.6,45.5,48.87,10.8,12.6,24.8,32,4,7,0.571,5,11,0.455,0,0,0,2.1,1.9,63.6,Jr,6-10,2,0.202196,93.4789,4,2023,71743,"Natinga, South Sudan",5.0,2.11107902,3,5,2,6,0.6000,0.3333,0,0,,,107.477,106.584,0.731028,21.0242,-0.658735,-0.601105,-0.0576298,0.312919,9.3077,-0.549563,0.862482,0.8462,1.0769,1.9231,1.4615,0.3077,0.1538,1.0769,PF/C,0
"Jaren Holmes","Iowa St.",B12,33,79.9,97.5,25.8,43.9,47.03,2.8,12.4,21.6,16.7,75,109,0.688,121,291,0.416,41,125,0.328,0.4,2.1,26.2,Sr,6-4,13,2.4345,109.164,2.6,2023,71744,"Romulus, MI",,1.45333738,67,123,54,168,0.5447,0.3214,3,3,1.0000,,97.8899,91.5722,4.17632,178.102,1.54662,0.321119,1.2255,2.44234,32.2121,0.970414,1.47192,0.7576,3.0000,3.7576,3.3030,1.1212,0.0909,13.3333,"Combo G",7.17886
"Jesse Edwards",Syracuse,ACC,32,80.8,117.8,21.8,59.4,62.48,11.6,23.8,9.2,16.5,102,140,0.729,179,303,0.591,1,1,1,10.3,2.4,46.1,Sr,6-11,14,3.93412,122.308,3.6,2023,71748,"Amsterdam, Netherlands",61.0,0.75000000,147,217,32,86,0.6774,0.3721,62,71,0.8732,,97.4132,94.4448,3.89869,258.395,7.76416,2.439,5.32515,5.73718,32.5625,3.482,2.25518,3.1562,7.1250,10.2812,1.5000,1.3438,2.6562,14.4688,PF/C,0.0560984
"Fred Rullo IV",Delaware,CAA,6,0.6,103,20.8,0,33.9,0,0,41,0,2,2,1,0,2,0,0,0,0,0,0,100,Sr,5-11,2,0.0803669,104.589,5,2023,71750,"Newtown Square, PA",,,0,2,0,0,0.0000,,0,0,,,116.221,115.588,0.0630655,0.74935,-19.8452,-6.39259,-13.4526,-4.71352,1.2857,-1.07686,-3.63666,0.0000,0.0000,0.0000,0.2857,0.0000,0.0000,0.2857,"Pure PG",0
"Max Abmas","Oral Roberts",Sum,31,91.1,120.3,27.5,54.5,60.22,1.5,10.1,19.8,11.3,149,163,0.914,104,201,0.517,108,287,0.376,0.6,1.8,33.4,Sr,6-0,3,5.24583,128.692,1.9,2023,71751,"Rockwall, TX",,1.98508063,64,112,40,89,0.5714,0.4494,0,0,,,103.079,103.74,3.22271,190.465,4.26426,5.77323,-1.50897,5.44595,36.0588,5.79204,-0.346087,0.5294,3.8235,4.3529,3.9118,1.1176,0.1765,21.8529,"Combo G",14.3916
